product_id,hour_from_launch,upvotes,comments,new_followers,views
5,10,0,0,0,0
5,11,0,0,0,0
5,12,0,0,0,0
5,13,0,0,0,0
5,14,0,0,0,0
5,15,0,0,0,0
5,16,0,0,0,0
5,17,0,0,0,0
5,18,0,0,0,0
5,19,0,0,0,0
5,20,0,0,0,0
5,21,0,0,0,0
5,22,0,0,0,0
5,23,0,0,0,0
6,0,3,2,2,56
6,1,2,1,1,32
6,2,1,1,1,23
6,3,1,1,1,17
6,4,1,0,0,24
6,5,1,0,0,22
6,6,0,0,0,0
6,7,0,0,0,0
6,8,0,0,0,0
6,9,0,0,0,0
6,10,0,0,0,0
6,11,0,0,0,0
6,12,0,0,0,0
6,13,0,0,0,0
6,14,0,0,0,0
6,15,0,0,0,0
6,16,0,0,0,0
6,17,0,0,0,0
6,18,0,0,0,0
6,19,0,0,0,0
6,20,0,0,0,0
6,21,0,0,0,0
6,22,0,0,0,0
6,23,0,0,0,0
7,0,1,1,0,16
7,1,1,0,0,21
7,2,1,0,0,21
7,3,0,0,0,0
7,4,0,0,0,0
7,5,0,0,0,0
7,6,0,0,0,0
7,7,0,0,0,0
7,8,0,0,0,0
7,9,0,0,0,0
7,10,0,0,0,0
7,11,0,0,0,0
7,12,0,0,0,0
7,13,0,0,0,0
7,14,0,0,0,0
7,15,0,0,0,0
7,16,0,0,0,0
7,17,0,0,0,0
7,18,0,0,0,0
7,19,0,0,0,0
7,20,0,0,0,0
7,21,0,0,0,0
7,22,0,0,0,0
7,23,0,0,0,0
8,0,2,1,1,45
8,1,1,1,1,23
8,2,1,0,0,18
8,3,1,0,0,23
8,4,1,0,0,22
8,5,0,0,0,0
8,6,0,0,0,0
8,7,0,0,0,0
8,8,0,0,0,0
8,9,0,0,0,0
8,10,0,0,0,0
8,11,0,0,0,0
8,12,0,0,0,0
8,13,0,0,0,0
8,14,0,0,0,0
8,15,0,0,0,0
8,16,0,0,0,0
8,17,0,0,0,0
8,18,0,0,0,0
8,19,0,0,0,0
8,20,0,0,0,0
8,21,0,0,0,0
8,22,0,0,0,0
8,23,0,0,0,0
9,0,0,0,0,0
9,1,0,0,0,0
9,2,0,0,0,0
9,3,0,0,0,0
9,4,0,0,0,0
9,5,0,0,0,0
9,6,0,0,0,0
9,7,0,0,0,0
9,8,0,0,0,0
9,9,0,0,0,0
9,10,0,0,0,0
9,11,0,0,0,0
9,12,0,0,0,0
9,13,0,0,0,0
9,14,0,0,0,0
9,15,0,0,0,0
9,16,0,0,0,0
9,17,0,0,0,0
9,18,0,0,0,0
9,19,0,0,0,0
9,20,0,0,0,0
9,21,0,0,0,0
9,22,0,0,0,0
9,23,0,0,0,0
10,0,1,1,0,17
10,1,1,1,0,24
10,2,1,0,0,18
10,3,0,0,0,0
10,4,0,0,0,0
10,5,0,0,0,0
10,6,0,0,0,0
10,7,0,0,0,0
10,8,0,0,0,0
10,9,0,0,0,0
10,10,0,0,0,0
10,11,0,0,0,0
10,12,0,0,0,0
10,13,0,0,0,0
10,14,0,0,0,0
10,15,0,0,0,0
10,16,0,0,0,0
10,17,0,0,0,0
10,18,0,0,0,0
10,19,0,0,0,0
10,20,0,0,0,0
10,21,0,0,0,0
10,22,0,0,0,0
10,23,0,0,0,0
11,0,1,1,0,16
11,1,1,1,0,23
11,2,1,0,0,20
11,3,1,0,0,20
11,4,0,0,0,0
11,5,0,0,0,0
11,6,0,0,0,0
11,7,0,0,0,0
11,8,0,0,0,0
11,9,0,0,0,0
11,10,0,0,0,0
11,11,0,0,0,0
11,12,0,0,0,0
11,13,0,0,0,0
11,14,0,0,0,0
11,15,0,0,0,0
11,16,0,0,0,0
11,17,0,0,0,0
11,18,0,0,0,0
11,19,0,0,0,0
11,20,0,0,0,0
11,21,0,0,0,0
11,22,0,0,0,0
11,23,0,0,0,0
12,0,0,0,0,0
12,1,0,0,0,0
12,2,0,0,0,0
12,3,0,0,0,0
12,4,0,0,0,0
12,5,0,0,0,0
12,6,0,0,0,0
12,7,0,0,0,0
12,8,0,0,0,0
12,9,0,0,0,0
12,10,0,0,0,0
12,11,0,0,0,0
12,12,0,0,0,0
12,13,0,0,0,0
12,14,0,0,0,0
12,15,0,0,0,0
12,16,0,0,0,0
12,17,0,0,0,0
12,18,0,0,0,0
12,19,0,0,0,0
12,20,0,0,0,0
12,21,0,0,0,0
12,22,0,0,0,0
12,23,0,0,0,0
13,0,2,2,0,49
13,1,2,1,0,31
13,2,1,1,0,22
13,3,1,1,0,24
13,4,1,1,0,15
13,5,0,0,0,0
13,6,0,0,0,0
13,7,0,0,0,0
13,8,0,0,0,0
13,9,0,0,0,0
13,10,0,0,0,0
13,11,0,0,0,0
13,12,0,0,0,0
13,13,0,0,0,0
13,14,0,0,0,0
13,15,0,0,0,0
13,16,0,0,0,0
13,17,0,0,0,0
13,18,0,0,0,0
13,19,0,0,0,0
13,20,0,0,0,0
13,21,0,0,0,0
13,22,0,0,0,0
13,23,0,0,0,0
14,0,1,0,0,17
14,1,0,0,0,0
14,2,0,0,0,0
14,3,0,0,0,0
14,4,0,0,0,0
14,5,0,0,0,0
14,6,0,0,0,0
14,7,0,0,0,0
14,8,0,0,0,0
14,9,0,0,0,0
14,10,0,0,0,0
14,11,0,0,0,0
14,12,0,0,0,0
14,13,0,0,0,0
14,14,0,0,0,0
14,15,0,0,0,0
14,16,0,0,0,0
14,17,0,0,0,0
14,18,0,0,0,0
14,19,0,0,0,0
14,20,0,0,0,0
14,21,0,0,0,0
14,22,0,0,0,0
14,23,0,0,0,0
15,0,1,0,0,17
15,1,1,0,0,18
15,2,1,0,0,22
15,3,0,0,0,0
15,4,0,0,0,0
15,5,0,0,0,0
15,6,0,0,0,0
15,7,0,0,0,0
15,8,0,0,0,0
15,9,0,0,0,0
15,10,0,0,0,0
15,11,0,0,0,0
15,12,0,0,0,0
15,13,0,0,0,0
15,14,0,0,0,0
15,15,0,0,0,0
15,16,0,0,0,0
15,17,0,0,0,0
15,18,0,0,0,0
15,19,0,0,0,0
15,20,0,0,0,0
15,21,0,0,0,0
15,22,0,0,0,0
15,23,0,0,0,0
16,0,2,2,0,32
16,1,1,1,0,20
16,2,1,1,0,15
16,3,1,1,0,20
16,4,0,0,0,0
16,5,0,1,0,0
16,6,0,0,0,0
16,7,0,0,0,0
16,8,0,0,0,0
16,9,0,0,0,0
16,10,0,0,0,0
16,11,0,0,0,0
16,12,0,0,0,0
16,13,0,0,0,0
16,14,0,0,0,0
16,15,0,0,0,0
16,16,0,0,0,0
16,17,0,0,0,0
16,18,0,0,0,0
16,19,0,0,0,0
16,20,0,0,0,0
16,21,0,0,0,0
16,22,0,0,0,0
16,23,0,0,0,0
17,0,0,0,0,0
17,1,0,0,0,0
17,2,0,0,0,0
17,3,0,0,0,0
17,4,0,0,0,0
17,5,0,0,0,0
17,6,0,0,0,0
17,7,0,0,0,0
17,8,0,0,0,0
17,9,0,0,0,0
17,10,0,0,0,0
17,11,0,0,0,0
17,12,0,0,0,0
17,13,0,0,0,0
17,14,0,0,0,0
17,15,0,0,0,0
17,16,0,0,0,0
17,17,0,0,0,0
17,18,0,0,0,0
17,19,0,0,0,0
17,20,0,0,0,0
17,21,0,0,0,0
17,22,0,0,0,0
17,23,0,0,0,0
18,0,0,0,0,0
18,1,0,0,0,0
18,2,0,0,0,0
18,3,0,0,0,0
18,4,0,0,0,0
18,5,0,0,0,0
18,6,0,0,0,0
18,7,0,0,0,0
18,8,0,0,0,0
18,9,0,0,0,0
18,10,0,0,0,0
18,11,0,0,0,0
18,12,0,0,0,0
18,13,0,0,0,0
18,14,0,0,0,0
18,15,0,0,0,0
18,16,0,0,0,0
18,17,0,0,0,0
18,18,0,0,0,0
18,19,0,0,0,0
18,20,0,0,0,0
18,21,0,0,0,0
18,22,0,0,0,0
18,23,0,0,0,0
19,0,0,0,0,0
19,1,0,0,0,0
19,2,0,0,0,0
19,3,0,0,0,0
19,4,0,0,0,0
19,5,0,0,0,0
19,6,0,0,0,0
19,7,0,0,0,0
19,8,0,0,0,0
19,9,0,0,0,0
19,10,0,0,0,0
19,11,0,0,0,0
19,12,0,0,0,0
19,13,0,0,0,0
19,14,0,0,0,0
19,15,0,0,0,0
19,16,0,0,0,0
19,17,0,0,0,0
19,18,0,0,0,0
19,19,0,0,0,0
19,20,0,0,0,0
19,21,0,0,0,0
19,22,0,0,0,0
19,23,0,0,0,0
20,0,1,1,1,24
20,1,1,1,0,20
20,2,0,0,0,0
20,3,0,0,0,0
20,4,0,0,0,0
20,5,0,0,0,0
20,6,0,0,0,0
20,7,0,0,0,0
20,8,0,0,0,0
20,9,0,0,0,0
20,10,0,0,0,0
20,11,0,0,0,0
20,12,0,0,0,0
20,13,0,0,0,0
20,14,0,0,0,0
20,15,0,0,0,0
20,16,0,0,0,0
20,17,0,0,0,0
20,18,0,0,0,0
20,19,0,0,0,0
20,20,0,0,0,0
20,21,0,0,0,0
20,22,0,0,0,0
20,23,0,0,0,0
21,0,1,0,0,18
21,1,1,0,0,17
21,2,1,0,0,16
21,3,0,0,0,0
21,4,0,0,0,0
21,5,0,0,0,0
21,6,0,0,0,0
21,7,0,0,0,0
21,8,0,0,0,0
21,9,0,0,0,0
21,10,0,0,0,0
21,11,0,0,0,0
21,12,0,0,0,0
21,13,0,0,0,0
21,14,0,0,0,0
21,15,0,0,0,0
21,16,0,0,0,0
21,17,0,0,0,0
21,18,0,0,0,0
21,19,0,0,0,0
21,20,0,0,0,0
21,21,0,0,0,0
21,22,0,0,0,0
21,23,0,0,0,0
22,0,1,0,0,19
22,1,0,0,0,0
22,2,0,0,0,0
22,3,0,0,0,0
22,4,0,0,0,0
22,5,0,0,0,0
22,6,0,0,0,0
22,7,0,0,0,0
22,8,0,0,0,0
22,9,0,0,0,0
22,10,0,0,0,0
22,11,0,0,0,0
22,12,0,0,0,0
22,13,0,0,0,0
22,14,0,0,0,0
22,15,0,0,0,0
22,16,0,0,0,0
22,17,0,0,0,0
22,18,0,0,0,0
22,19,0,0,0,0
22,20,0,0,0,0
22,21,0,0,0,0
22,22,0,0,0,0
22,23,0,0,0,0
23,0,2,0,0,42
23,1,2,0,0,34
23,2,1,0,0,15
23,3,1,0,0,19
23,4,0,0,0,0
23,5,0,0,0,0
23,6,0,0,0,0
23,7,0,0,0,0
23,8,0,0,0,0
23,9,0,0,0,0
23,10,0,0,0,0
23,11,0,0,0,0
23,12,0,0,0,0
23,13,0,0,0,0
23,14,0,0,0,0
23,15,0,0,0,0
23,16,0,0,0,0
23,17,0,0,0,0
23,18,0,0,0,0
23,19,0,0,0,0
23,20,0,0,0,0
23,21,0,0,0,0
23,22,0,0,0,0
23,23,0,0,0,0
24,0,2,2,0,30
24,1,1,1,0,23
24,2,1,1,0,23
24,3,1,0,0,16
24,4,0,0,0,0
24,5,0,0,0,0
24,6,0,0,0,0
24,7,0,0,0,0
24,8,0,0,0,0
24,9,0,0,0,0
24,10,0,0,0,0
24,11,0,0,0,0
24,12,0,0,0,0
24,13,0,0,0,0
24,14,0,0,0,0
24,15,0,0,0,0
24,16,0,0,0,0
24,17,0,0,0,0
24,18,0,0,0,0
24,19,0,0,0,0
24,20,0,0,0,0
24,21,0,0,0,0
24,22,0,0,0,0
24,23,0,0,0,0
25,0,5,1,1,88
25,1,5,1,1,98
25,2,3,0,1,47
25,3,2,0,1,46
25,4,2,0,0,30
25,5,1,0,0,24
25,6,1,0,0,21
25,7,1,0,0,22
25,8,1,0,0,20
25,9,0,0,0,0
25,10,1,0,0,17
25,11,1,0,0,24
25,12,0,0,0,0
25,13,1,0,0,15
25,14,1,0,0,22
25,15,1,0,0,19
25,16,0,0,0,0
25,17,0,0,0,0
25,18,0,0,0,0
25,19,0,0,0,0
25,20,0,0,0,0
25,21,0,0,0,0
25,22,0,0,0,0
25,23,0,0,0,0
26,0,3,0,2,64
26,1,2,0,1,35
26,2,2,0,1,33
26,3,1,0,0,24
26,4,1,0,0,15
26,5,1,0,0,19
26,6,0,0,0,0
26,7,1,0,0,20
26,8,0,0,0,0
26,9,0,0,0,0
26,10,0,0,0,0
26,11,0,0,0,0
26,12,0,0,0,0
26,13,0,0,0,0
26,14,0,0,0,0
26,15,0,0,0,0
26,16,0,0,0,0
26,17,0,0,0,0
26,18,0,0,0,0
26,19,0,0,0,0
26,20,0,0,0,0
26,21,0,0,0,0
26,22,0,0,0,0
26,23,0,0,0,0
27,0,2,1,0,47
27,1,1,1,0,20
27,2,1,0,0,15
27,3,1,0,0,17
27,4,0,0,0,0
27,5,0,0,0,0
27,6,0,0,0,0
27,7,0,0,0,0
27,8,0,0,0,0
27,9,0,0,0,0
27,10,0,0,0,0
27,11,0,0,0,0
27,12,0,0,0,0
27,13,0,0,0,0
27,14,0,0,0,0
27,15,0,0,0,0
27,16,0,0,0,0
27,17,0,0,0,0
27,18,0,0,0,0
27,19,0,0,0,0
27,20,0,0,0,0
27,21,0,0,0,0
27,22,0,0,0,0
27,23,0,0,0,0
28,0,2,1,0,32
28,1,2,1,0,31
28,2,2,0,0,38
28,3,1,0,0,24
28,4,1,0,0,20
28,5,0,0,0,0
28,6,0,0,0,0
28,7,0,0,0,0
28,8,0,0,0,0
28,9,0,0,0,0
28,10,0,0,0,0
28,11,0,0,0,0
28,12,0,0,0,0
28,13,0,0,0,0
28,14,0,0,0,0
28,15,0,0,0,0
28,16,0,0,0,0
28,17,0,0,0,0
28,18,0,0,0,0
28,19,0,0,0,0
28,20,0,0,0,0
28,21,0,0,0,0
28,22,0,0,0,0
28,23,0,0,0,0
29,0,1,1,0,17
29,1,1,0,0,15
29,2,0,1,0,0
29,3,0,0,0,0
29,4,0,0,0,0
29,5,0,0,0,0
29,6,0,0,0,0
29,7,0,0,0,0
29,8,0,0,0,0
29,9,0,0,0,0
29,10,0,0,0,0
29,11,0,0,0,0
29,12,0,0,0,0
29,13,0,0,0,0
29,14,0,0,0,0
29,15,0,0,0,0
29,16,0,0,0,0
29,17,0,0,0,0
29,18,0,0,0,0
29,19,0,0,0,0
29,20,0,0,0,0
29,21,0,0,0,0
29,22,0,0,0,0
29,23,0,0,0,0
30,0,2,0,0,37
30,1,2,0,0,33
30,2,1,0,0,24
30,3,1,0,0,17
30,4,1,0,0,17
30,5,0,0,0,0
30,6,0,0,0,0
30,7,0,0,0,0
30,8,0,0,0,0
30,9,0,0,0,0
30,10,0,0,0,0
30,11,0,0,0,0
30,12,0,0,0,0
30,13,0,0,0,0
30,14,0,0,0,0
30,15,0,0,0,0
30,16,0,0,0,0
30,17,0,0,0,0
30,18,0,0,0,0
30,19,0,0,0,0
30,20,0,0,0,0
30,21,0,0,0,0
30,22,0,0,0,0
30,23,0,0,0,0
31,0,3,1,0,68
31,1,2,0,0,48
31,2,1,1,0,18
31,3,1,0,0,19
31,4,1,0,0,17
31,5,0,0,0,0
31,6,0,0,0,0
31,7,0,0,0,0
31,8,0,0,0,0
31,9,0,0,0,0
31,10,0,0,0,0
31,11,0,0,0,0
31,12,0,0,0,0
31,13,0,0,0,0
31,14,0,0,0,0
31,15,0,0,0,0
31,16,0,0,0,0
31,17,0,0,0,0
31,18,0,0,0,0
31,19,0,0,0,0
31,20,0,0,0,0
31,21,0,0,0,0
31,22,0,0,0,0
31,23,0,0,0,0
32,0,2,0,0,34
32,1,2,0,0,38
32,2,1,0,0,22
32,3,1,0,0,17
32,4,0,0,0,0
32,5,0,0,0,0
32,6,0,0,0,0
32,7,0,0,0,0
32,8,0,0,0,0
32,9,0,0,0,0
32,10,0,0,0,0
32,11,0,0,0,0
32,12,0,0,0,0
32,13,0,0,0,0
32,14,0,0,0,0
32,15,0,0,0,0
32,16,0,0,0,0
32,17,0,0,0,0
32,18,0,0,0,0
32,19,0,0,0,0
32,20,0,0,0,0
32,21,0,0,0,0
32,22,0,0,0,0
32,23,0,0,0,0
33,0,0,0,0,0
33,1,0,0,0,0
33,2,0,0,0,0
33,3,0,0,0,0
33,4,0,0,0,0
33,5,0,0,0,0
33,6,0,0,0,0
33,7,0,0,0,0
33,8,0,0,0,0
33,9,0,0,0,0
33,10,0,0,0,0
33,11,0,0,0,0
33,12,0,0,0,0
33,13,0,0,0,0
33,14,0,0,0,0
33,15,0,0,0,0
33,16,0,0,0,0
33,17,0,0,0,0
33,18,0,0,0,0
33,19,0,0,0,0
33,20,0,0,0,0
33,21,0,0,0,0
33,22,0,0,0,0
33,23,0,0,0,0
34,0,1,2,0,16
34,1,1,1,0,18
34,2,1,1,0,21
34,3,1,1,0,18
34,4,0,0,0,0
34,5,0,0,0,0
34,6,0,0,0,0
34,7,0,0,0,0
34,8,0,0,0,0
34,9,0,0,0,0
34,10,0,0,0,0
34,11,0,0,0,0
34,12,0,0,0,0
34,13,0,0,0,0
34,14,0,0,0,0
34,15,0,0,0,0
34,16,0,0,0,0
34,17,0,0,0,0
34,18,0,0,0,0
34,19,0,0,0,0
34,20,0,0,0,0
34,21,0,0,0,0
34,22,0,0,0,0
34,23,0,0,0,0
35,0,3,4,0,67
35,1,3,4,0,56
35,2,1,2,0,20
35,3,1,2,0,24
35,4,1,1,0,24
35,5,1,1,0,19
35,6,0,0,0,0
35,7,0,0,0,0
35,8,0,0,0,0
35,9,0,1,0,0
35,10,0,0,0,0
35,11,0,1,0,0
35,12,0,0,0,0
35,13,0,0,0,0
35,14,0,1,0,0
35,15,0,0,0,0
35,16,0,0,0,0
35,17,0,0,0,0
35,18,0,0,0,0
35,19,0,0,0,0
35,20,0,0,0,0
35,21,0,0,0,0
35,22,0,0,0,0
35,23,0,0,0,0
36,0,5,3,4,115
36,1,3,2,2,64
36,2,3,2,1,62
36,3,2,2,2,31
36,4,2,2,1,37
36,5,1,1,1,23
36,6,1,0,1,21
36,7,1,1,0,24
36,8,1,0,0,15
36,9,0,0,0,0
36,10,0,0,0,0
36,11,0,0,0,0
36,12,0,0,0,0
36,13,0,0,0,0
36,14,0,0,0,0
36,15,1,0,0,15
36,16,0,0,0,0
36,17,0,0,0,0
36,18,0,0,0,0
36,19,0,0,0,0
36,20,0,0,0,0
36,21,0,0,0,0
36,22,0,0,0,0
36,23,0,0,0,0
37,0,2,0,0,39
37,1,1,0,0,24
37,2,1,0,0,19
37,3,1,0,0,15
37,4,1,0,0,17
37,5,0,0,0,0
37,6,0,0,0,0
37,7,0,0,0,0
37,8,0,0,0,0
37,9,0,0,0,0
37,10,0,0,0,0
37,11,0,0,0,0
37,12,0,0,0,0
37,13,0,0,0,0
37,14,0,0,0,0
37,15,0,0,0,0
37,16,0,0,0,0
37,17,0,0,0,0
37,18,0,0,0,0
37,19,0,0,0,0
37,20,0,0,0,0
37,21,0,0,0,0
37,22,0,0,0,0
37,23,0,0,0,0
38,0,2,1,1,31
38,1,1,1,1,15
38,2,1,1,1,15
38,3,1,1,1,16
38,4,0,0,0,0
38,5,0,0,0,0
38,6,0,0,0,0
38,7,0,0,0,0
38,8,0,0,0,0
38,9,0,0,0,0
38,10,0,0,0,0
38,11,0,0,0,0
38,12,0,0,0,0
38,13,0,0,0,0
38,14,0,0,0,0
38,15,0,0,0,0
38,16,0,0,0,0
38,17,0,0,0,0
38,18,0,0,0,0
38,19,0,0,0,0
38,20,0,0,0,0
38,21,0,0,0,0
38,22,0,0,0,0
38,23,0,0,0,0
39,0,0,0,0,0
39,1,0,0,0,0
39,2,0,0,0,0
39,3,0,0,0,0
39,4,0,0,0,0
39,5,0,0,0,0
39,6,0,0,0,0
39,7,0,0,0,0
39,8,0,0,0,0
39,9,0,0,0,0
39,10,0,0,0,0
39,11,0,0,0,0
39,12,0,0,0,0
39,13,0,0,0,0
39,14,0,0,0,0
39,15,0,0,0,0
39,16,0,0,0,0
39,17,0,0,0,0
39,18,0,0,0,0
39,19,0,0,0,0
39,20,0,0,0,0
39,21,0,0,0,0
39,22,0,0,0,0
39,23,0,0,0,0
40,0,2,0,1,48
40,1,2,0,0,38
40,2,1,0,0,15
40,3,1,0,0,18
40,4,1,0,0,18
40,5,0,0,0,0
40,6,0,0,0,0
40,7,0,0,0,0
40,8,0,0,0,0
40,9,0,0,0,0
40,10,0,0,0,0
40,11,0,0,0,0
40,12,0,0,0,0
40,13,0,0,0,0
40,14,0,0,0,0
40,15,0,0,0,0
40,16,0,0,0,0
40,17,0,0,0,0
40,18,0,0,0,0
40,19,0,0,0,0
40,20,0,0,0,0
40,21,0,0,0,0
40,22,0,0,0,0
40,23,0,0,0,0
41,0,2,1,0,44
41,1,2,2,0,37
41,2,1,1,0,20
41,3,0,0,0,0
41,4,0,0,0,0
41,5,0,0,0,0
41,6,0,0,0,0
41,7,0,0,0,0
41,8,0,0,0,0
41,9,0,0,0,0
41,10,0,0,0,0
41,11,0,0,0,0
41,12,0,0,0,0
41,13,0,0,0,0
41,14,0,0,0,0
41,15,0,0,0,0
41,16,0,0,0,0
41,17,0,0,0,0
41,18,0,0,0,0
41,19,0,0,0,0
41,20,0,0,0,0
41,21,0,0,0,0
41,22,0,0,0,0
41,23,0,0,0,0
42,0,1,1,0,21
42,1,1,0,0,21
42,2,1,0,0,23
42,3,0,0,0,0
42,4,0,0,0,0
42,5,0,0,0,0
42,6,0,0,0,0
42,7,0,0,0,0
42,8,0,0,0,0
42,9,0,0,0,0
42,10,0,0,0,0
42,11,0,0,0,0
42,12,0,0,0,0
42,13,0,0,0,0
42,14,0,0,0,0
42,15,0,0,0,0
42,16,0,0,0,0
42,17,0,0,0,0
42,18,0,0,0,0
42,19,0,0,0,0
42,20,0,0,0,0
42,21,0,0,0,0
42,22,0,0,0,0
42,23,0,0,0,0
43,0,0,0,0,0
43,1,0,0,0,0
43,2,0,0,0,0
43,3,0,0,0,0
43,4,0,0,0,0
43,5,0,0,0,0
43,6,0,0,0,0
43,7,0,0,0,0
43,8,0,0,0,0
43,9,0,0,0,0
43,10,0,0,0,0
43,11,0,0,0,0
43,12,0,0,0,0
43,13,0,0,0,0
43,14,0,0,0,0
43,15,0,0,0,0
43,16,0,0,0,0
43,17,0,0,0,0
43,18,0,0,0,0
43,19,0,0,0,0
43,20,0,0,0,0
43,21,0,0,0,0
43,22,0,0,0,0
43,23,0,0,0,0
44,0,1,1,0,23
44,1,1,1,0,19
44,2,1,0,0,17
44,3,0,0,0,0
44,4,0,0,0,0
44,5,0,0,0,0
44,6,0,0,0,0
44,7,0,0,0,0
44,8,0,0,0,0
44,9,0,0,0,0
44,10,0,0,0,0
44,11,0,0,0,0
44,12,0,0,0,0
44,13,0,0,0,0
44,14,0,0,0,0
44,15,0,0,0,0
44,16,0,0,0,0
44,17,0,0,0,0
44,18,0,0,0,0
44,19,0,0,0,0
44,20,0,0,0,0
44,21,0,0,0,0
44,22,0,0,0,0
44,23,0,0,0,0
45,0,1,0,0,17
45,1,0,0,0,0
45,2,0,0,0,0
45,3,0,0,0,0
45,4,0,0,0,0
45,5,0,0,0,0
45,6,0,0,0,0
45,7,0,0,0,0
45,8,0,0,0,0
45,9,0,0,0,0
45,10,0,0,0,0
45,11,0,0,0,0
45,12,0,0,0,0
45,13,0,0,0,0
45,14,0,0,0,0
45,15,0,0,0,0
45,16,0,0,0,0
45,17,0,0,0,0
45,18,0,0,0,0
45,19,0,0,0,0
45,20,0,0,0,0
45,21,0,0,0,0
45,22,0,0,0,0
45,23,0,0,0,0
46,0,0,0,0,0
46,1,0,0,0,0
46,2,0,0,0,0
46,3,0,0,0,0
46,4,0,0,0,0
46,5,0,0,0,0
46,6,0,0,0,0
46,7,0,0,0,0
46,8,0,0,0,0
46,9,0,0,0,0
46,10,0,0,0,0
46,11,0,0,0,0
46,12,0,0,0,0
46,13,0,0,0,0
46,14,0,0,0,0
46,15,0,0,0,0
46,16,0,0,0,0
46,17,0,0,0,0
46,18,0,0,0,0
46,19,0,0,0,0
46,20,0,0,0,0
46,21,0,0,0,0
46,22,0,0,0,0
46,23,0,0,0,0
47,0,1,1,0,24
47,1,0,0,0,0
47,2,0,0,0,0
47,3,0,0,0,0
47,4,0,0,0,0
47,5,0,0,0,0
47,6,0,0,0,0
47,7,0,0,0,0
47,8,0,0,0,0
47,9,0,0,0,0
47,10,0,0,0,0
47,11,0,0,0,0
47,12,0,0,0,0
47,13,0,0,0,0
47,14,0,0,0,0
47,15,0,0,0,0
47,16,0,0,0,0
47,17,0,0,0,0
47,18,0,0,0,0
47,19,0,0,0,0
47,20,0,0,0,0
47,21,0,0,0,0
47,22,0,0,0,0
47,23,0,0,0,0
48,0,1,0,0,21
48,1,0,0,0,0
48,2,0,0,0,0
48,3,0,0,0,0
48,4,0,0,0,0
48,5,0,0,0,0
48,6,0,0,0,0
48,7,0,0,0,0
48,8,0,0,0,0
48,9,0,0,0,0
48,10,0,0,0,0
48,11,0,0,0,0
48,12,0,0,0,0
48,13,0,0,0,0
48,14,0,0,0,0
48,15,0,0,0,0
48,16,0,0,0,0
48,17,0,0,0,0
48,18,0,0,0,0
48,19,0,0,0,0
48,20,0,0,0,0
48,21,0,0,0,0
48,22,0,0,0,0
48,23,0,0,0,0
49,0,1,1,0,15
49,1,0,1,0,0
49,2,0,0,0,0
49,3,0,0,0,0
49,4,0,0,0,0
49,5,0,0,0,0
49,6,0,0,0,0
49,7,0,0,0,0
49,8,0,0,0,0
49,9,0,0,0,0
